bloque,num_bloque,respuesta,enunciado
especifico,273,,"La Ley Orgánica 3/2018, aprobada por las Cortes Generales de España que tiene por objeto adaptar el derecho interno español al Reglamento General de Protección de Datos ¿cuál de estos acrónimos tiene?"
especifico,274,,¿Debe publicar la Administración de la Comunidad Autónoma del País Vasco un inventario de sus actividades de tratamiento de datos personales?
especifico,275,,"En el marco de la Ley Orgánica 3/2018, de 5 de diciembre ¿a partir de qué edad puede un menor de edad dar su consentimiento para el tratamiento de sus datos personales?"
especifico,276,,"En el marco de la Ley Orgánica 3/2018, de 5 de diciembre, ¿qué categoría de datos no puede ser tratada basándose solo en el consentimiento de la persona afectada para evitar situaciones discriminatorias?"
especifico,277,,"En el marco de la Ley Orgánica 3/2018, de 5 de diciembre, ¿cuál de las siguientes afirmaciones sobre el tratamiento de datos personales relativos a condenas e infracciones penales es verdadera?"
especifico,278,,"En el marco de la Ley Orgánica 3/2018, de 5 de diciembre, ¿cuándo puede llevarse a cabo el registro completo de los datos referidos a condenas e infracciones penales?"
especifico,279,,"En el marco de la Ley Orgánica 3/2018, de 5 de diciembre, ¿cuándo debe informarse a la persona afectada sobre su derecho a oponerse a la adopción de decisiones individuales automatizadas que produzcan efectos jurídicos sobre él o le afecten significativamente de modo similar?"
especifico,280,,"Según la Ley Orgánica 3/2018, ¿cuál es la obligación del responsable del tratamiento respecto a los datos personales de las personas empleadas de una empresa?"
especifico,281,,"¿Qué principio establece que los datos personales deben ser exactos y, si es necesario, actualizados?"
especifico,282,,¿Cuál de los siguientes NO es un derecho de las personas interesadas según la Ley Orgánica 3/2018?
especifico,283,,"Según la Ley Orgánica 3/2018, ¿quién es responsable del cumplimiento del tratamiento de datos personales en una empresa?"
especifico,284,,"¿Qué obligación tienen, según la Ley Orgánica 3/2018, los encargados del tratamiento respecto a las instrucciones del responsable?"
especifico,285,,"Según la Ley Orgánica 3/2018, ¿qué medida debe adoptar un/a responsable para garantizar la seguridad de los datos personales?"
especifico,286,,"Según la Ley Orgánica 3/2018, ¿cuál es la autoridad competente para supervisar el cumplimiento de la normativa de protección de datos en España?"
especifico,287,,"Según el artículo 9 del ENS (Real Decreto 311/2022, de 3 de mayo, por el que se regula el Esquema Nacional de Seguridad), ¿qué tipo de medidas deben constituir las líneas de defensa en un sistema de información?"
especifico,288,,"Según el ENS, ¿qué permite la vigilancia continua?"
especifico,289,,"Según el ENS, en la organización e implantación del proceso de seguridad el Responsable del Servicio debe determinar:"
especifico,290,,"Según el ENS, ¿con qué frecuencia mínima deben realizarse auditorías de seguridad regulares ordinarias en los sistemas de información?"
especifico,291,,El ENS está constituido por principios básicos y requisitos mínimos para garantizar la protección adecuada de la información. ¿Cuál de las siguientes dimensiones de seguridad NO está explícitamente mencionada en dicho artículo?
especifico,292,,"En virtud del artículo 2.3 del Real Decreto 311/2022, las entidades del sector privado que presten servicios al sector público también quedan sujetas al ENS. ¿Qué obligación específica se extiende además a la cadena de suministro de dichos contratistas?"
especifico,293,,"Conforme al artículo 28 del Real Decreto 311/2022, las medidas de seguridad del Anexo II podrán ser sustituidas por otras compensatorias. ¿Qué condición exige expresamente el precepto para que dicha sustitución sea válida?"
especifico,294,,El artículo 30 del Real Decreto 311/2022 introduce el concepto de «perfil de cumplimiento específico». ¿Qué organismo tiene competencia para aprobar dichos perfiles según el real decreto?
especifico,295,,"Según el artículo 31 del Real Decreto 311/2022, las entidades del sector público incluidas en el ámbito del ENS deben someterse a auditorías de seguridad periódicas. ¿Cuál es la periodicidad ordinaria máxima establecida para dichas auditorías?"
especifico,296,,El artículo 40 del Real Decreto 311/2022 define las categorías de seguridad de los sistemas de información. ¿Qué determina la categoría de seguridad de un sistema conforme al Anexo I?
especifico,297,,La disposición transitoria única establece un plazo para que los sistemas de información preexistentes a la entrada en vigor del RD 311/2022 alcancen su plena adecuación al ENS. ¿Cuál es ese plazo?
especifico,298,,"Respecto a los incidentes de seguridad, los artículos 33 y 34 del RD 311/2022 regulan la capacidad de respuesta. ¿A qué entidades se extiende la prestación de servicios de respuesta a incidentes prevista en el artículo 34?"
especifico,299,,"Conforme a la disposición adicional segunda del artículo 34 del Real Decreto 311/2022, ¿qué tipo de carácter tienen las instrucciones técnicas de seguridad reguladas en dicho precepto?"
especifico,300,,"El artículo 3 del RD 311/2022 establece la relación entre el ENS y la normativa de protección de datos personales. Cuando un sistema de información trata datos personales, ¿qué obligación específica recae sobre la persona responsable o encargada del tratamiento además del cumplimiento del ENS?"
especifico,301,,"El preámbulo del RD 311/2022 indica que las entidades del sector público que desplieguen redes 5G deben aplicar, además del ENS, otra norma específica. ¿A qué artículo de qué norma se refiere expresamente?"
especifico,302,,"El artículo 12 del Real Decreto 311/2022 regula la política de seguridad de las entidades del sector público. En el caso de las entidades del sector privado que presten servicios al sector público, ¿quién debe aprobar dicha política?"
especifico,303,,"Según el artículo 6 del Real Decreto 311/2022, el principio de «seguridad integral» implica que la seguridad se aborda desde una perspectiva global. ¿Qué elemento resulta esencial para este principio según el precepto?"
especifico,304,,El artículo 11 del Real Decreto 311/2022 recoge el principio de «diferenciación de responsabilidades». ¿Cuál de las siguientes afirmaciones describe mejor su contenido?
especifico,305,,"El artículo 32 del Real Decreto 311/2022 regula el informe del estado de la seguridad. ¿Qué órgano tiene encomendado, según dicho artículo, recopilar la información necesaria para elaborar dicho informe con carácter general?"
especifico,306,,"Conforme al artículo 35 del Real Decreto 311/2022, la «conformidad con el ENS» en el ámbito de la Administración Digital implica que los sistemas de información deben alcanzar y mantener la conformidad. ¿Cómo se acredita dicha conformidad para los sistemas de categoría ALTA?"
especifico,307,,El artículo 39 del Real Decreto 311/2022 establece la obligación de «actualización permanente» del ENS. ¿Cuál de los siguientes factores NO figura expresamente en dicho artículo como motivo que obliga a esa actualización?
especifico,308,,El Anexo II del Real Decreto 311/2022 estructura las medidas de seguridad en tres grupos. ¿Cuál es la denominación correcta de los tres grupos y su descripción funcional según el real decreto?
especifico,309,,El artículo 29 del Real Decreto 311/2022 promueve el uso de infraestructuras y servicios comunes de las administraciones públicas. ¿Cuál es la finalidad principal que persigue expresamente este artículo?
especifico,310,,El algoritmo de cifrado DES (Data Encryption Standard) es un algoritmo de:
especifico,311,,¿Cuál de los siguientes es un algoritmo de cifrado de clave pública?
especifico,312,,¿Cuál de los siguientes es un estándar UIT -T aplicado en el marco del modelo PKI (Public Key Infrastructure)?
especifico,313,,¿Cómo se define una PKI (Public Key Infrastructure)?
especifico,314,,¿Cuál de los siguientes no es un algoritmo hash utilizado en criptografía?
especifico,315,,¿Cuál de las siguientes afirmaciones sobre el funcionamiento de HTTPS es CIERTA?
especifico,316,,¿Qué tipo de algoritmo es SHA-2?
especifico,317,,¿Cuál de estos sistemas usa criptografía para incorporar seguridad en la capa 3 de la arquitectura TCP/IP?
especifico,318,,¿Qué contiene el chip criptográfico incorporado en el DNIe?
especifico,319,,¿Cuál es la principal ventaja de la criptografía simétrica frente a la asimétrica?
especifico,320,,"En un sistema de criptografía de clave pública, la confidencialidad se garantiza cuando el mensaje se cifra con:"
especifico,321,,¿Cuál es la función principal de una función hash criptográfica?
especifico,322,,Una función hash criptográfica segura debe cumplir principalmente:
especifico,323,,"En una firma digital basada en criptografía asimétrica, el emisor firma un documento utilizando:"
especifico,324,,El objetivo principal del servicio de no repudio es:
especifico,325,,¿Qué entidad dentro de una PKI es responsable de emitir certificados digitales?
especifico,326,,Un certificado digital X.509 contiene principalmente:
especifico,327,,"En el protocolo TLS, la criptografía asimétrica se utiliza principalmente para:"
especifico,328,,¿Qué propiedad garantiza que un mensaje no ha sido alterado durante la transmisión?
especifico,329,,"En IPSec, el protocolo AH (Authentication Header) proporciona principalmente:"
especifico,330,,¿Cuál es el propósito del intercambio de claves Diffie-Hellman?
especifico,331,,¿Qué diferencia fundamental existe entre autenticación y autorización?
especifico,332,,¿Cuál de los siguientes algoritmos es de cifrado simétrico?
especifico,333,,"En una firma digital, el hash del documento se cifra para:"
especifico,334,,"En seguridad informática, ¿cuál de las siguientes sentencias es errónea respecto a los requisitos que deben cumplir las políticas de seguridad de una organización?"
especifico,335,,El nivel RAID 6 proporciona:
especifico,336,,"En la implantación de un Sistema de Gestión de Seguridad de la Información (SGSI), ¿en qué etapa se crea el comité de seguridad?"
especifico,337,,"En seguridad informática, la realización de copias de seguridad se considera una medida:"
especifico,338,,¿Cuáles son los tres principios fundamentales de la seguridad de la información en la nube?
especifico,339,,¿Cuál de los siguientes no es un principio fundamental de la seguridad de la información?
especifico,340,,"Para cumplir los objetivos principales de seguridad informática, una organización debe contemplar cuatro planos de actuación:"
especifico,341,,¿A qué servicio de seguridad corresponde la definición: “Garantiza que cada mensaje transmitido o almacenado solo pueda ser leído por su legítimo/a destinatario/a”?
especifico,342,,¿Qué servicio de seguridad garantiza que la identidad del creador de un mensaje es legítima?
especifico,343,,El principio consistente en implantar varios niveles de seguridad dentro de un sistema se denomina:
especifico,344,,¿Es posible reducir el riesgo de un sistema hasta riesgo cero?
especifico,345,,¿Cuál de las siguientes medidas se considera un control de seguridad organizativo?
especifico,346,,¿Cuál de las siguientes razones justifica la implantación de estándares de seguridad?
especifico,347,,¿Qué agencia europea se encarga de la seguridad de redes y sistemas de información?
especifico,348,,Una declaración de intenciones que establece las bases de la seguridad y delimita responsabilidades se denomina:
especifico,349,,"Desde el punto de vista de la seguridad física, en un edificio deben definirse:"
especifico,350,,¿Qué nivel RAID ofrece acceso paralelo con un disco dedicado a paridad?
especifico,351,,El Plan de Continuidad de Negocio (BCP) tiene como objetivo principal:
especifico,352,,¿Qué concepto describe la capacidad de un sistema para seguir funcionando ante fallos o incidentes graves?
especifico,353,,La auditoría de seguridad en una organización tiene como finalidad principal:
especifico,354,,¿Qué documento describe las accion es concretas a seguir ante un incidente de seguridad?
especifico,355,,El principio de mínimo privilegio establece que:
especifico,356,,"En la gestión de riesgos, el riesgo se define habitualmente como:"
especifico,357,,¿Cuál es el objetivo principal de un análisis de riesgos en seguridad informática?
especifico,358,,¿Cuál de las siguientes afirmaciones es FALSA respecto a SOA?
especifico,359,,¿Cuál de las siguientes afirmaciones contradice los principios básicos a seguir a la hora de implantar una estrategia SOA?
especifico,360,,A la hora de implantar SOA es conveniente:
especifico,361,,¿Cuál de las siguientes tareas NO corresponde a la gobernanza en SOA?
especifico,362,,"A la hora de implantar SOA, el establecimiento de las especificaciones en materia de seguridad en el intercambio de información en el mapa de sistemas se definen desde:"
especifico,363,,¿Cuál de las siguientes afirmaciones es FALSA respecto al catálogo de servicios en una estrategia SOA?
especifico,364,,En una estrategia SOA el producto más tangible de la implementación es:
especifico,365,,"¿Cuál de los siguientes es un conocido servidor para el registro y localización de microservicios, balanceo de carga y tolerancia a fallos desarrollado por Netflix?"
especifico,366,,¿Cuál de los siguientes NO es un método HTTP?
especifico,367,,"En el área de microservicios, se usan comúnmente APIs REST. ¿Qué significa REST?"
especifico,368,,"En una arquitectura de microservicios, ¿cuál es una de las ventajas del escalado por partición de datos?"
especifico,369,,"Cuando se estructura un servicio global en microservicios, en lo que se refiere al despliegue de nuevas versiones, ¿qué afirmación es correcta?"
especifico,370,,¿Cuál es una de las características básicas de una arquitectura de microservicios?
especifico,371,,¿Qué significa que los microservicios están débilmente acoplados?
especifico,372,,¿Cuál de los siguientes patrones se utiliza para evitar que un fallo en un microservicio colapse toda la cadena de llamadas?
especifico,373,,¿Cuál de las siguientes afirmaciones des cribe mejor el patrón API Gateway en una arquitectura de microservicios?
especifico,374,,¿Cuál de las siguientes afirmaciones es FALSA respecto a la comunicación entre microservicios?
especifico,375,,¿Cuál de los siguientes NO es un beneficio del uso de contenedores Docker en una arquitectura de microservicios?
especifico,376,,¿Cuál de los siguientes enfoques es el más adecuado para gestionar transacciones que abarcan múltiples microservicios?
especifico,377,,¿Qué problema principal introduce el uso de un registro de servicios como Eureka en una arquitectura de microservicios?
especifico,378,,"¿Cuál de las siguientes afirmaciones describe mejor el concepto de ""bounded context"" en el diseño de microservicios?"
especifico,379,,¿Cuál de los siguientes es un inconveniente real de las arquitecturas de microservicios frente a las monolíticas?
especifico,380,,¿Cuál de las siguientes afirmaciones describe correctamente la diferencia entre orquestación y coreografía en microservicios?
especifico,381,,¿Qué modelo de despliegue en la nube ofrece al usuario capacidad para ejecutar software específico que puede incluir sistemas operativos y aplicaciones?
especifico,382,,¿Cuál de las siguientes afirmaciones es FALSA respecto a los beneficios de la computación en la nube?
especifico,383,,¿Cuál de las siguientes afirmaciones es FALSA respecto a los modos de despliegue de computación en la nube?
especifico,384,,"En la computación en la nube, Google Drive es un ejemplo del modelo de servicio:"
especifico,385,,"A la hora de considerar la seguridad en computación en la nube, un evento o actividad que tiene el potencial de producir daño a los sistemas de información o a las redes se considera:"
especifico,386,,"En la estrategia de seguridad respecto al BYOD (bring your own device), el enfoque de virtualización:"
especifico,387,,¿Qué modelo de despliegue en la nube ofrece al usuario control sobre la aplicación aunque no de toda la infraestructura subyacente?
especifico,388,,Si quisiera utilizar servicios interactivos o de tiempo real ¿cuál sería la técnica de conmutación que elegiría en base a su menor latencia?
especifico,389,,"¿A qué término corresponde la siguiente definición: ""Proyecto de código abierto que automatiza el despliegue de aplicaciones den tro de contenedores de software, proporcionando una capa adicional de abstracción y automatización de virtualización de aplicaciones""?"
especifico,390,,¿Qué códigos de estado HTTP corresponden a una redirección?
especifico,391,,¿Qué es Docker Compose?
especifico,392,,Los proveedores cloud ofrecen soluciones orientadas a:
especifico,393,,¿Cuál de los siguientes es un software de virtualización?
especifico,394,,Gmail puede utilizarse para la gestión personalizada del correo electrónico de una organización. ¿De qué tipo de servicio en la nube estamos hablando?
especifico,395,,¿Cuál de estas afirmaciones sobre la computación cloud es FALSA?
especifico,396,,"¿Qué intenta garantizar un acceso web mediante HTTPS, frente a un acceso HTTP?"
especifico,397,,¿Cuál de estas características NO se corresponde a lo que entendemos por computación en la nube?
especifico,398,,¿Cuál o cuáles de estas técnicas requieren la modificación del sistema operativo cliente que se ejecuta en una máquina virtual?
especifico,399,,Las funciones fundamentales para conseguir una computación segura en la nube son:
especifico,400,,Los principales beneficios de la computación en la nube para las empresas NO incluyen:
especifico,401,,¿Cuál de las siguientes afirmaciones sobre microservicios es correcta?
especifico,402,,¿Cuál es la principal ventaja de utilizar contenedores frente a máquinas virtuales en entornos cloud?
especifico,403,,¿Cuál de los siguientes mecanismos se utiliza en la nube para garantizar alta disponibilidad y tolerancia a fallos?
especifico,404,,¿Qué característica define mejor la elasticidad en la nube?
especifico,405,,"En el modelo IaaS, ¿qué controla el usuario y qué gestiona el proveedor?"
especifico,406,,¿Cuál es una de las funciones principales de un sistema IDS (Intrusion Detection System)?
especifico,407,,"En la gestión de la seguridad informática, ¿qué aspecto es fundamental para permitir la integración y comunicación entre distintos sistemas y proveedores?:"
especifico,408,,"Con respecto a los pasos a seguir en un ciberataque, indique la respuesta correcta:"
especifico,409,,"En las etapas en la gestión de la ciberseguridad, el control de accesos y gestión de identidades quedaría enmarcado en la etapa de:"
especifico,410,,Uno de los siguientes NO es un tipo de sistema anti-intrusión. ¿Cuál?
especifico,411,,Un Centro de Operaciones de Ciberseguridad ofrece los siguientes servicios:
especifico,412,,¿Cuál de estos protocolos de seguridad para Wi-Fi requiere el uso de un servidor de autenticación (como RADIUS)?
especifico,413,,¿Cuáles son los tres objetivos primordiales de la ciberseguridad?
especifico,414,,¿Cuál de estos métodos ayuda a preservar la confidencialidad de la información?
especifico,415,,¿Cuál de estos mecanismos NO está específicamente diseñado para preservar la disponibilidad de los sistemas informáticos?
especifico,416,,"Un ataque consistente en entregar una dirección IP falsa cuando se procesa una solicitud de resolución de un nombre, se denomina:"
especifico,417,,¿Qué técnica se utiliza para detectar intrusiones mediante comparación de patrones conocidos de ataques?
especifico,418,,¿Qué tipo de malware se oculta dentro de programas legítimos y se ejecuta sin que el usuario lo note?
especifico,419,,"En la seguridad de redes, ¿qué función cumple un firewall?"
especifico,420,,¿Cuál de los siguientes ataques explota vulnerabilidades en aplicaciones web para insertar código malicioso en un navegador?
especifico,421,,¿Cuál de los siguientes ataques se basa en saturar un sistema con tráfico para interrumpir su disponibilidad?
especifico,422,,¿Qué tipo de ataque engaña a las personas usuarias para que revelen información confidencial mediante correos o sitios falsos?
especifico,423,,¿Qué técnica se utiliza para proteger datos sensibles al transformarlos en un formato ilegible sin la clave correcta?
especifico,424,,¿Qué tipo de malware se propaga automáticamente entre sistemas sin intervención de la persona usuaria?
especifico,425,,¿Cuál de los siguientes mecanismos ayuda a mantener la confidencialidad de los datos?
especifico,426,,¿Qué tipo de malware se instala de manera oculta y permite al atacante tomar control completo del sistema?
especifico,427,,¿Qué ataque aprovecha vulnerabilidades en la configuración de routers o switches para interceptar tráfico interno de la red?
especifico,428,,"Dentro del Big Data, ¿cuál de los siguientes rasgos NO está incluido en lo que se conoce como las tres uves?"
especifico,429,,"En la jerarquía del conocimiento, ¿qué elementos ocupan la base y la cúspide respectivamente?"
especifico,430,,"En la arquitectura funcional de un sistema de big data, ¿en qué capa están los datos descritos en todas sus dimensiones?"
especifico,431,,"En la gestión de los datos, ¿cuál de las siguientes sentencias es verdadera?"
especifico,432,,Indique la sentencia correcta con respecto a las implementaciones de un sistema olap en un data warehouse.
especifico,433,,¿Cuál de estos sistemas de almacenami ento distribuido ha sido diseñado específicamente para el almacenamiento fiable de macrodatos (Big Data)?
especifico,434,,"Cuando hablamos de Big Data nos referimos a conjuntos de datos cuyas características dificultan su captura, gestión, procesamiento o análisis mediante tecnologías y herramientas convencionales. ¿De qué características hablamos?"
especifico,435,,¿Cuál de los siguientes es un sistema almacenamiento para Big Data que permite su gestión mediante un lenguaje basado en SQL?
especifico,436,,"Dentro del ecosistema Apache Hadoop, ¿qué es Pig?"
especifico,437,,"En el ciclo de vida de la analítica de datos, el responsable de construir y refinar modelos analíticos es:"
especifico,438,,"En el ecosistema Hadoop, ¿qué es HBase?"
especifico,439,,Las arquitecturas para procesamiento big data incluyen soluciones de estos tipos:
especifico,440,,"En el ecosistema Hadoop, una de estas herramientas está diseñada para analizar grandes conjuntos de datos usando SQL:"
especifico,441,,¿Cuál de los siguientes NO es un nivel del Índice de Madurez de los Modelos de Negocio de los Big Data?
especifico,442,,¿Cuál NO forma parte del ciclo vital de la analítica de datos?
especifico,443,,El concepto de “la muerte del porqué” hace referencia a:
especifico,444,,¿Cuál es uno de los cuatro factores motrices del valor de los Big Data?
especifico,445,,Hadoop MapReduce se utiliza principalmente para:
especifico,446,,La federación de datos se basa en la idea de que:
especifico,447,,El mantenimiento predictivo es un ejemplo de:
especifico,448,,El principal desafío de introducir Big Data en un entorno tradicional de data warehouse es:
especifico,449,,El enriquecimiento de datos en arquitectura Big Data consiste en:
especifico,450,,Un error común en toma de decisiones basada en datos es:
especifico,451,,"Según el diagrama E/R anterior, ¿cuál de las siguientes afirmaciones es correcta?"
especifico,452,,"Según el diagrama E/R anterior, ¿cuál de las siguientes afirmaciones es correcta?"
especifico,453,,"Realizando pruebas sobre el servicio web de disponibilidad de agenda, una persona usuaria ha recibido el siguiente error “HTTP Status Code:500”. ¿A qué se debe un código de error de estado 500 en el protocolo HTTP?"
especifico,454,,"Se quiere implementar un nuevo microservicio que permita al personal facultativo guardar en el sistema OsaNet comentarios médicos obtenidos tras una consulta. Estos comentarios pasarán a formar parte del historial médico de la persona paciente. Por ejemplo, ""La persona paciente XXXX indica dolores continuos en la zona abdominal. Se ha solicitado para esta persona la realización de análisis de heces y sangre."". Esta información es confidencial. ¿Qué verbo o método de consulta HTTP es necesario usar para transmitir este tipo de información de la forma más segura posible?"
especifico,455,,"Se está considerando añadir un campo contraseña en la tabla Doctor del esquema E/R presentado en el enunciado. Por cuestiones de seguridad no se quiere guardar la contraseña en claro. En su lugar se ha decidido guardar un hash (resumen criptográfico). En cuanto a su nivel de seguridad, ¿cuál de las siguientes funciones hash es más robusta?"
especifico,456,,"Para gestionar el proyecto usando el framework Scrum, el equipo del proyecto OsaNet ha generado, entre otros artefactos, un backlog de producto y un backlog de sprint. ¿Cuáles son las definiciones correctas y qué rol de Scrum gestiona dichos artefactos?"
especifico,457,,Siguiendo el framework Scrum el Equipo de Desarrollo de OsaNet se reúne cada mañana para celebrar la reunión diaria de Scrum (el Daily Scrum). ¿A qué tres preguntas clave debe responder cada miembro del equipo?
especifico,458,,"Se quiere lanzar una consulta HTTP para conocer la disponibilidad de un/a doctor/a. Si el dominio (ficticio) del servicio es intranet.osanet.eus, ¿cuál de las siguientes peticiones GET con parámetros es sintácticamente correcta?"
especifico,459,,"La tabla Cita tiene una clave primaria “id”. ¿Qué ventaja presenta respecto a usar una clave primaria compuesta (doctor/a, paciente, fecha)?"
especifico,460,,El microservicio de disponibilidad devuelve información sobre las horas libres de un/a doctor/a. ¿Qué característica debe tener esa operación para evitar efectos secundarios?
especifico,461,,"Si una persona paciente se elimina pero mantiene citas activas, ¿qué debe hacer la base de datos al intentar borrar su registro?"
especifico,462,,El microservicio de disponibilidad usa HTTPS. ¿Qué ocurriría si un atacante intentara interceptar la comunicación?
especifico,463,,"En Abbott, “el sistema OsaNet quiere mejorar su proceso de gestión” debe interpretarse como:"
especifico,464,,Abbott sugiere que sinónimos como “doctor/a” y “facultativo/a” deben:
especifico,465,,"En el E/R, la entidad Cita tiene claves extranjeras a Paciente y Doctor/a. En Orientación a Objetos esto se traduce en:"
especifico,466,,La relación 1:N entre Paciente y Cita se convierte en Orientación a Objetos en:
especifico,467,,"Si en E/R existe una relación Doctor–Paciente solo a través de Cita, en Orientación a Objetos:"
especifico,468,,"En un diagrama de casos de uso, la comunicación entre Doctor y “Programar cita” se representa como:"
especifico,469,,¿En cuál de los siguientes casos es apropiado modelar un caso de uso “extends” en el sistema OsaNet?
especifico,470,,"Para validar que OsaNet funciona tras introducir nuevas funcionalidades en la intranet, se deben ejecutar:"
especifico,471,,El microservicio consultar Citas devuelve JSON corrupto. Quieres probar que el sistema de citas lo maneja correctamente. ¿Qué tipo de prueba haces?
especifico,472,,"En una prueba funcional, simulas que el/la doctor/a intenta crear una cita con una fecha anterior al día actual. ¿Qué tipo de prueba es?"
especifico,473,,¿Qué tipo de cobertura utilizar para comprobar que todas las rutas del método consultarCitas() de la clase Paciente se ejecutan?
especifico,474,,"OsaNet quiere registrar “PacienteAdulto” y “PacienteMenor”, donde los/las menores requieren autorización de tutor/a, pero ambos comparten datos personales y tarjeta sanitaria. ¿Qué diseño OO es adecuado?"
especifico,475,,"En OsaNet se desea diferenciar entre dos tipos de doctores/as: doctores/as de atención primaria y doctores/as especialistas. Ambos comparten los mismos datos básicos (nombre, DNI, número de colegiado/a), pero cada tipo añade atributos propios. ¿Cuál sería la solución OO más adecuada?"
especifico,476,,¿Qué ventajas tiene el modo de emisión de certificados 1 (simplificado) con respecto al 2 (avanzado)?
especifico,477,,"¿Qué inconvenientes tiene el modo de emisión de certificados 1 (simplificado), con respecto al 2 (avanzado)?"
especifico,478,,¿Cuál de estos protocolos permite la verificación online de la validez de un certificado digital ante la entidad emisora?
especifico,479,,"En el proceso de firma digital de un documento PDF mediante herramientas como Autofirma o Adobe Acrobat, ¿cuál de las siguientes afirmaciones es CORRECTA?"
especifico,480,,"Una persona usuaria firma un documento digital utilizando su certificado, pero su clave privada ha sido comprometida sin que él lo sepa. ¿Cuál es la consecuencia principal?"
especifico,481,,¿Cuál de las siguientes condiciones es necesaria para que un/a receptor/a pueda verificar correctamente una firma digital?
especifico,482,,"Definimos como ""usuario/a corporativo"" a un/a usuario/a de nuestra organización sanitaria, que utiliza un PC corporativo. Definimos como ""usuario/a externo"" a un/a usuario/a de fuera de nuestra organización que utiliza un PC no corporativo. ¿Cuál de estos escenarios es válido, asumiendo que todos los certificados son válidos, cuando haya un intento de acceso desde un navegador a un servidor web de nuestra organización sanitaria?"
especifico,483,,"Actualizamos nuestro servicio ""portal del paciente"". El acceso sigue siendo HTTPS, pero se requiere autenticación de los clientes. ¿Cuál de estas alternativas es la correcta? Suponemos que el servidor tiene instalados los certificados de nuestra AC, así como de todas las AC con reconocimiento oficial."
especifico,484,,"Un/a usuario/a externo/a accede con frecuencia a los servidores de nuestra organización sanitaria. Tiene ya instalado en su PC un certificado de ciudadano emitido por la FNMT (Fábrica N acional de Moneda y Timbre). Sin embargo, cada vez que accede a nuestros servidores, recibe un aviso en el navegador. ¿Qué tiene que hacer para evitar el aviso?"
especifico,485,,La clave privada no deja de ser un archivo que su poseedor usa en diferentes operaciones criptográficas. Identifica cuál de estas afirmaciones es correcta:
especifico,486,,"Identifica cuál de estas afirmaciones sobre firma digital es CIERTA . Sea ""D"" el documento a firmar. H=hash(D) su resumen digital."
especifico,487,,"En el contexto de la comunicación con el servicio https://imagenes.os.org utilizando un sistema NGINX SSL Termination, identifica ¿cuál de estas afirmaciones es FALSA?"
especifico,488,,"En el contexto del servicio https://imagenes.os.org con NGINX SSL Termination, ¿qué función realiza el equilibrador de carga?"
especifico,489,,Un/a usuario/a corporativo/a accede al servicio web y observa que el certificado del servidor ha expirado. ¿Qué ocurrirá?
especifico,490,,¿Cuál es una ventaja de utilizar HTTPS en los servicios web de la organización sanitaria?
especifico,491,,"En el contexto de usar los servicios de nuestra PKI para conseguir que la comunicación de/con los dispositivos IoT de nuestra organización sanitaria sea segura, identifica ¿cuál de estas afirmaciones es FALSA?"
especifico,492,,"En el contexto de dispositivos IoT que utilizan certificados digitales para comunicarse mediante TLS, ¿cuál de las siguientes afirmaciones es CORRECTA?"
especifico,493,,"Dado que los dispositivos IoT pueden ser numerosos y de difícil acceso físico, ¿cuál es una práctica adecuada en la gestión de sus certificados?"
especifico,494,,¿Qué problema de seguridad puede surgir si un dispositivo IoT utiliza siempre el mismo certificado sin renovación?
especifico,495,,"Señala la afirmación FALSA si decidiéramos implementar un sistema federado sobre esta arquitectura,"
especifico,496,,¿Qué tipo de datos podríamos encontrarnos en este sistema?
especifico,497,,¿Qué tipo de procesamiento de datos sería más adecuado para los datos generados por un dispositivo IoT?
especifico,498,,"Si decidiéramos migrar el sistema descrito a la nube,"
especifico,499,,Un ejemplo de aplicación Big Data con objetivo de mantenimiento predictivo podría consistir en
especifico,500,,¿Cuál de estos sistemas podría ser adecuado para el almacenamiento de los datos generados por los dispositivos IoT?
comun,1,,"De acuerdo con las normas generales de ordenación de las profesiones sanitarias, para poder ejercer una profesión sanitaria será requisito imprescindible:"
comun,2,,"Según lo establecido en la normativa vigente sobre ordenación de las profesiones sanitarias, para poder ejercer una profesión sanitaria:"
comun,3,,"Según la normativa vigente, el órgano encargado del Registro Estatal de Profesionales Sanitarios podrá (indíquese la que sea correcta):"
comun,4,,"En el marco de la ordenación de las profesiones sanitarias, las personas pacientes:"
comun,5,,"Según la normativa de ordenación de las profesiones sanitarias, el personal profesional y las personas responsables de los centros sanitarios facilitarán a sus pacientes el ejercicio del derecho a conocer:"
comun,6,,"De acuerdo con las normas generales de ordenación de las profesiones sanitarias, el ejercicio del derecho del personal profesional sanitario a la renuncia a la atención a una persona paciente queda condicionado a que (señálese la respuesta incorrecta):"
comun,7,,"Los centros sanitarios revisarán que el personal sanitario de su plantilla cumple los requisitos necesarios para ejercer la profesión conforme a lo previsto en la Ley 44/2003, de 21 de noviembre, de ordenación de las profesiones sanitarias y en las demás normas aplicables:"
comun,8,,"Según dispone la Ley 44/2003, de 21 de noviembre, de ordenación de las profesiones sanitarias, cuando una actuación sanitaria se realice por un equipo de profesionales (señálese la respuesta incorrecta):"
comun,9,,"De acuerdo con la Ley 44/2003, de 21 de noviembre, de ordenación de las profesiones sanitarias, diga cuál de los siguientes principios generales de la relación entre las personas que ejercen profesiones sanitarias y las personas atendidas no es tal:"
